Alpha,train_score,test_score
4.83,0.6052543257550831,0.6040192039304816
4.84,0.605252482161328,0.6040177907152336
4.8500000000000005,0.6052506362837083,0.6040163755396786
4.86,0.6052487881267297,0.6040149584077592
4.87,0.6052469376948891,0.6040135393234103
4.88,0.6052450849926754,0.6040121182905599
4.89,0.6052432300245685,0.6040106953131281
4.9,0.6052413727950403,0.6040092703950279
4.91,0.6052395133085541,0.6040078435401643
4.92,0.605237651569565,0.6040064147524353
4.93,0.6052357875825195,0.6040049840357316
4.94,0.605233921351856,0.6040035513939357
4.95,0.6052320528820044,0.6040021168309235
4.96,0.6052301821773863,0.6040006803505633
4.97,0.605228309242415,0.6039992419567157
4.98,0.6052264340814955,0.6039978016532348
4.99,0.6052245566990248,0.6039963594439663
5.0,0.6052226770993911,0.6039949153327495
5.01,0.605220795286975,0.6039934693234156
5.0200000000000005,0.6052189112661485,0.6039920214197891
5.03,0.6052170250412756,0.6039905716256868
5.04,0.6052151366167118,0.603989119944919
5.05,0.6052132459968047,0.6039876663812876
5.0600000000000005,0.6052113531858938,0.6039862109385883
5.07,0.6052094581883103,0.6039847536206091
5.08,0.6052075610083772,0.6039832944311307
5.09,0.6052056616504099,0.6039818333739271
5.1000000000000005,0.6052037601187152,0.6039803704527645
5.11,0.6052018564175919,0.6039789056714024
5.12,0.6051999505513312,0.6039774390335932
5.13,0.6051980425242156,0.6039759705430818
5.14,0.6051961323405202,0.6039745002036063
5.15,0.6051942200045115,0.6039730280188975
5.16,0.6051923055204484,0.6039715539926793
5.17,0.6051903888925823,0.6039700781286685
5.18,0.6051884701251552,0.6039686004305747
5.19,0.6051865492224029,0.6039671209021005
5.2,0.6051846261885521,0.6039656395469417
5.21,0.6051827010278219,0.6039641563687868
5.22,0.6051807737444239,0.6039626713713174
5.23,0.6051788443425612,0.6039611845582082
5.24,0.6051769128264296,0.603959695933127
5.25,0.6051749792002166,0.6039582054997346
5.26,0.6051730434681022,0.6039567132616843
5.2700000000000005,0.6051711056342584,0.6039552192226234
5.28,0.6051691657028495,0.6039537233861918
5.29,0.6051672236780323,0.6039522257560225
5.3,0.6051652795639554,0.6039507263357415
5.3100000000000005,0.6051633333647596,0.6039492251289685
5.32,0.6051613850845784,0.6039477221393157
5.33,0.6051594347275375,0.6039462173703888
5.34,0.6051574822977547,0.6039447108257865
5.3500000000000005,0.60515552779934,0.6039432025091007
5.36,0.605153571236396,0.6039416924239169
5.37,0.6051516126130181,0.6039401805738133
5.38,0.6051496519332928,0.6039386669623615
5.39,0.6051476892013002,0.6039371515931264
5.4,0.6051457244211123,0.6039356344696662
5.41,0.6051437575967933,0.6039341155955322
5.42,0.6051417887324004,0.6039325949742692
5.43,0.6051398178319827,0.6039310726094151
5.44,0.6051378448995821,0.6039295485045012
5.45,0.6051358699392329,0.6039280226630521
5.46,0.6051338929549613,0.6039264950885859
5.47,0.6051319139507874,0.6039249657846137
5.48,0.6051299329307223,0.6039234347546403
5.49,0.6051279498987705,0.6039219020021638
5.5,0.6051259648589289,0.6039203675306755
5.51,0.6051239778151869,0.6039188313436603
5.5200000000000005,0.6051219887715262,0.6039172934445967
5.53,0.605119997731922,0.6039157538369563
5.54,0.6051180047003408,0.6039142125242041
5.55,0.605116009680743,0.6039126695097988
5.5600000000000005,0.6051140126770804,0.6039111247971927
5.57,0.6051120136932988,0.6039095783898311
5.58,0.6051100127333355,0.6039080302911531
5.59,0.605108009801121,0.6039064805045915
5.6000000000000005,0.6051060049005785,0.6039049290335723
5.61,0.6051039980356242,0.6039033758815151
5.62,0.6051019892101661,0.6039018210518332
5.63,0.6050999784281058,0.6039002645479333
5.64,0.6050979656933375,0.603898706373216
5.65,0.6050959510097479,0.6038971465310748
5.66,0.6050939343812167,0.6038955850248977
5.67,0.6050919158116164,0.6038940218580657
5.68,0.605089895304812,0.6038924570339534
5.69,0.6050878728646619,0.6038908905559297
5.7,0.605085848495017,0.6038893224273563
5.71,0.6050838221997208,0.603887752651589
5.72,0.6050817939826103,0.6038861812319773
5.73,0.6050797638475147,0.6038846081718647
5.74,0.6050777317982567,0.6038830334745875
5.75,0.6050756978386516,0.6038814571434765
5.76,0.6050736619725077,0.6038798791818563
5.7700000000000005,0.605071624203626,0.6038782995930445
5.78,0.6050695845358012,0.6038767183803532
5.79,0.6050675429728198,0.6038751355470877
5.8,0.6050654995184626,0.6038735510965478
5.8100000000000005,0.6050634541765021,0.6038719650320263
5.82,0.605061406950705,0.6038703773568103
5.83,0.6050593578448301,0.6038687880741804
5.84,0.6050573068626298,0.6038671971874117
5.8500000000000005,0.6050552540078495,0.6038656046997721
5.86,0.6050531992842272,0.6038640106145243
5.87,0.6050511426954945,0.6038624149349244
5.88,0.6050490842453762,0.6038608176642226
5.89,0.6050470239375896,0.6038592188056626
5.9,0.6050449617758453,0.6038576183624825
5.91,0.6050428977638478,0.6038560163379141
5.92,0.6050408319052936,0.603854412735183
5.93,0.6050387642038731,0.6038528075575091
5.94,0.6050366946632698,0.603851200808106
5.95,0.6050346232871602,0.603849592490181
5.96,0.6050325500792141,0.6038479826069361
5.97,0.6050304750430945,0.6038463711615665
5.98,0.6050283981824576,0.603844758157262
5.99,0.605026319500953,0.6038431435972063
6.0,0.6050242390022235,0.603841527484577
6.01,0.6050221566899049,0.6038399098225457
6.0200000000000005,0.6050200725676267,0.6038382906142781
6.03,0.6050179866390115,0.6038366698629339
6.04,0.6050158989076752,0.6038350475716673
6.05,0.605013809377227,0.6038334237436259
6.0600000000000005,0.6050117180512697,0.603831798381952
6.07,0.605009624933399,0.6038301714897818
6.08,0.6050075300272044,0.6038285430702454
6.09,0.6050054333362685,0.6038269131264673
6.1000000000000005,0.6050033348641675,0.6038252816615661
6.11,0.6050012346144708,0.6038236486786548
6.12,0.6049991325907413,0.6038220141808399
6.13,0.6049970287965355,0.6038203781712228
6.140000000000001,0.6049949232354029,0.6038187406528986
6.15,0.6049928159108873,0.603817101628957
6.16,0.6049907068265248,0.6038154611024815
6.17,0.604988595985846,0.6038138190765502
6.18,0.6049864833923746,0.6038121755542352
6.19,0.6049843690496277,0.603810530538603
