Model_ID,Attribute,Final_Perf,Cval_Perf
knn,3.0,0.895742832319722,0.9069565217391304
logistic,2.3000000000000003,0.9252823631624674,0.9371014492753623
svm,1.2000000000000002,0.9192006950477846,0.9371014492753623
